,country_pre,behavior,level,survey_response_information_version,value,group
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Japan,Japan,0,0,0,0,Country Belief
Turkey,Turkey,vaccine,high,1,78,Broad
Turkey,Turkey,vaccine,high,2,77,Broad
Turkey,Turkey,vaccine,high,3,77,Broad
Turkey,Turkey,vaccine,high,4,79,Broad
Turkey,Turkey,vaccine,high,5,76,Broad
Turkey,Turkey,vaccine,high,6,75,Broad
Turkey,Turkey,vaccine,high,7,77,Broad
Turkey,Turkey,vaccine,high,8,79,Broad
Turkey,Turkey,vaccine,high,9,80,Broad
Turkey,Turkey,vaccine,high,10,80,Broad
Turkey,Turkey,vaccine,high,11,81,Broad
Turkey,Turkey,vaccine,low,1,51,Narrow
Turkey,Turkey,vaccine,low,2,49,Narrow
Turkey,Turkey,vaccine,low,3,49,Narrow
Turkey,Turkey,vaccine,low,4,48,Narrow
Turkey,Turkey,vaccine,low,5,46,Narrow
Turkey,Turkey,vaccine,low,6,47,Narrow
Turkey,Turkey,vaccine,low,7,50,Narrow
Turkey,Turkey,vaccine,low,8,54,Narrow
Turkey,Turkey,vaccine,low,9,57,Narrow
Turkey,Turkey,vaccine,low,10,59,Narrow
Turkey,Turkey,vaccine,low,11,60,Narrow
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Turkey,Turkey,0,0,0,0,Country Belief
Indonesia,Indonesia,vaccine,high,1,78,Broad
Indonesia,Indonesia,vaccine,high,2,76,Broad
Indonesia,Indonesia,vaccine,high,3,76,Broad
Indonesia,Indonesia,vaccine,high,4,77,Broad
Indonesia,Indonesia,vaccine,high,5,78,Broad
Indonesia,Indonesia,vaccine,high,6,78,Broad
Indonesia,Indonesia,vaccine,high,7,79,Broad
Indonesia,Indonesia,vaccine,high,8,80,Broad
Indonesia,Indonesia,vaccine,high,9,81,Broad
Indonesia,Indonesia,vaccine,high,10,84,Broad
Indonesia,Indonesia,vaccine,high,11,86,Broad
Indonesia,Indonesia,vaccine,low,1,51,Narrow
Indonesia,Indonesia,vaccine,low,2,47,Narrow
Indonesia,Indonesia,vaccine,low,3,47,Narrow
Indonesia,Indonesia,vaccine,low,4,49,Narrow
Indonesia,Indonesia,vaccine,low,5,51,Narrow
Indonesia,Indonesia,vaccine,low,6,48,Narrow
Indonesia,Indonesia,vaccine,low,7,49,Narrow
Indonesia,Indonesia,vaccine,low,8,52,Narrow
Indonesia,Indonesia,vaccine,low,9,54,Narrow
Indonesia,Indonesia,vaccine,low,10,60,Narrow
Indonesia,Indonesia,vaccine,low,11,66,Narrow
Indonesia,Indonesia,0,0,0,0,Country Belief
Indonesia,Indonesia,0,0,0,0,Country Belief
Indonesia,Indonesia,0,0,0,0,Country Belief
Indonesia,Indonesia,0,0,0,0,Country Belief
Indonesia,Indonesia,0,0,0,0,Country Belief
Indonesia,Indonesia,0,0,0,0,Country Belief
Indonesia,Indonesia,0,0,0,0,Country Belief
Indonesia,Indonesia,0,0,0,0,Country Belief
Indonesia,Indonesia,0,0,0,0,Country Belief
Indonesia,Indonesia,0,0,0,0,Country Belief
Indonesia,Indonesia,0,0,0,0,Country Belief
Indonesia,Indonesia,0,0,0,0,Country Belief
Indonesia,Indonesia,0,0,0,0,Country Belief
Indonesia,Indonesia,0,0,0,0,Country Belief
Indonesia,Indonesia,0,0,0,0,Country Belief
Indonesia,Indonesia,0,0,0,0,Country Belief
Indonesia,Indonesia,0,0,0,0,Country Belief
Indonesia,Indonesia,0,0,0,0,Country Belief
Indonesia,Indonesia,0,0,0,0,Country Belief
Indonesia,Indonesia,0,0,0,0,Country Belief
Indonesia,Indonesia,0,0,0,0,Country Belief
Indonesia,Indonesia,0,0,0,0,Country Belief
Indonesia,Indonesia,0,0,0,0,Country Belief
Indonesia,Indonesia,0,0,0,0,Country Belief
Indonesia,Indonesia,0,0,0,0,Country Belief
Indonesia,Indonesia,0,0,0,0,Country Belief
Indonesia,Indonesia,0,0,0,0,Country Belief
Indonesia,Indonesia,0,0,0,0,Country Belief
Indonesia,Indonesia,0,0,0,0,Country Belief
Indonesia,Indonesia,0,0,0,0,Country Belief
Indonesia,Indonesia,0,0,0,0,Country Belief
Indonesia,Indonesia,0,0,0,0,Country Belief
Indonesia,Indonesia,0,0,0,0,Country Belief
Indonesia,Indonesia,0,0,0,0,Country Belief
Indonesia,Indonesia,0,0,0,0,Country Belief
Indonesia,Indonesia,0,0,0,0,Country Belief
Indonesia,Indonesia,0,0,0,0,Country Belief
Indonesia,Indonesia,0,0,0,0,Country Belief
Indonesia,Indonesia,0,0,0,0,Country Belief
Indonesia,Indonesia,0,0,0,0,Country Belief
Indonesia,Indonesia,0,0,0,0,Country Belief
Indonesia,Indonesia,0,0,0,0,Country Belief
Indonesia,Indonesia,0,0,0,0,Country Belief
Indonesia,Indonesia,0,0,0,0,Country Belief
Indonesia,Indonesia,0,0,0,0,Country Belief
Indonesia,Indonesia,0,0,0,0,Country Belief
Indonesia,Indonesia,0,0,0,0,Country Belief
Indonesia,Indonesia,0,0,0,0,Country Belief
Indonesia,Indonesia,0,0,0,0,Country Belief
Indonesia,Indonesia,0,0,0,0,Country Belief
Indonesia,Indonesia,0,0,0,0,Country Belief
Indonesia,Indonesia,0,0,0,0,Country Belief
Indonesia,Indonesia,0,0,0,0,Country Belief
Indonesia,Indonesia,0,0,0,0,Country Belief
Indonesia,Indonesia,0,0,0,0,Country Belief
Indonesia,Indonesia,0,0,0,0,Country Belief
Indonesia,Indonesia,0,0,0,0,Country Belief
Indonesia,Indonesia,0,0,0,0,Country Belief
Indonesia,Indonesia,0,0,0,0,Country Belief
Indonesia,Indonesia,0,0,0,0,Country Belief
Indonesia,Indonesia,0,0,0,0,Country Belief
Indonesia,Indonesia,0,0,0,0,Country Belief
Indonesia,Indonesia,0,0,0,0,Country Belief
Indonesia,Indonesia,0,0,0,0,Country Belief
Indonesia,Indonesia,0,0,0,0,Country Belief
Indonesia,Indonesia,0,0,0,0,Country Belief
Indonesia,Indonesia,0,0,0,0,Country Belief
Indonesia,Indonesia,0,0,0,0,Country Belief
Indonesia,Indonesia,0,0,0,0,Country Belief
Indonesia,Indonesia,0,0,0,0,Country Belief
Indonesia,Indonesia,0,0,0,0,Country Belief
Indonesia,Indonesia,0,0,0,0,Country Belief
Indonesia,Indonesia,0,0,0,0,Country Belief
Indonesia,Indonesia,0,0,0,0,Country Belief
